record_id,customer_id,payment_timestamp,amount,decline_reason,is_hard_decline,payment_method,customer_segment,customer_tenure_months,days_overdue,retry_count_so_far,past_payment_success_rate,historical_engagement_score,previous_failed_payments,previous_recovered_payments,recovery_action,retry_delay_hours,action_cost,recovery_probability,recovered,recovered_amount,time_to_recovery,p_recovery_retry_2h,p_recovery_retry_24h,p_recovery_payment_link,p_recovery_escalation
REC000230,CUST00096,2026-07-20 03:57:31.650889,1415.93,mandate_revoked,True,card,individual,20,2,1,0.905096432511591,0.49895534706287037,1,0,payment_link,6.0,20,0.4169,1,1415.93,60.6,0.1551,0.2083,0.4169,0.4169
REC000231,CUST00097,2026-01-31 22:28:12.895799,15741.28,card_expired,True,upi_autopay,individual,4,5,2,0.7705382029510766,0.40247492995472617,0,0,payment_link,6.0,20,0.5708,1,15741.28,61.4,0.2117,0.3285,0.5708,0.5708
REC000232,CUST00097,2026-03-22 22:15:22.234760,2832.83,card_expired,True,nach,individual,4,2,1,0.7871001115172388,0.43980507245933204,1,1,payment_link,6.0,20,0.6915,0,0.0,,0.3652,0.4519,0.6915,0.6915
REC000233,CUST00098,2025-10-23 21:38:06.757324,586.49,insufficient_funds,False,nach,individual,12,0,1,0.6857521195675449,0.43503314526449494,0,0,retry_2h,2.0,0,0.5418,1,586.49,14.2,0.5418,0.4919,0.4176,0.5418
REC000234,CUST00098,2026-01-17 19:30:22.021639,2544.62,insufficient_funds,False,upi_autopay,individual,12,8,0,0.7124202932025206,0.43230693066389675,1,1,retry_24h,24.0,0,0.5562,0,0.0,,0.4467,0.5562,0.4815,0.6049
REC000235,CUST00099,2026-05-27 23:25:01.194439,2909.03,card_expired,True,netbanking,individual,22,14,0,1.0,0.36820749412787485,0,0,payment_link,6.0,20,0.752,1,2909.03,20.1,0.2295,0.5273,0.752,0.752
REC000236,CUST00100,2025-12-06 01:44:19.085370,844.98,insufficient_funds,False,nach,individual,11,4,0,0.5367765374830981,0.8598362138546032,0,0,escalation,48.0,500,0.6834,1,844.98,231.7,0.6105,0.6386,0.5669,0.6834
REC000237,CUST00100,2025-12-13 04:48:57.210070,22854.22,bank_decline,False,card,individual,11,9,1,0.5407648035267657,0.8885778549336089,1,1,payment_link,6.0,20,0.3995,1,22854.22,23.5,0.1385,0.2875,0.3995,0.5231
REC000238,CUST00100,2026-04-22 01:34:34.453875,49551.59,technical_error,False,upi_autopay,individual,11,0,2,0.48936925452603647,0.8652882713917243,2,2,retry_2h,2.0,0,0.7054,1,49551.59,3.4,0.7054,0.4683,0.5922,0.7054
REC000239,CUST00101,2025-11-11 00:51:20.412358,5828.94,card_expired,True,upi_autopay,smb,5,5,2,0.7814207044893159,0.4549940194519374,0,0,payment_link,6.0,20,0.5965,0,0.0,,0.2298,0.3522,0.5965,0.5965
REC000240,CUST00101,2026-04-02 18:50:06.066525,3021.67,card_expired,True,nach,smb,5,0,1,0.7864945824655225,0.4570532688967888,1,0,payment_link,6.0,20,0.6683,1,3021.67,21.8,0.3776,0.4256,0.6683,0.6683
REC000241,CUST00101,2026-04-09 16:35:37.164505,8121.51,mandate_revoked,True,nach,smb,5,0,1,0.8062401831650946,0.4145459365898778,2,1,escalation,48.0,500,0.3738,0,0.0,,0.1524,0.1801,0.3738,0.3738
REC000242,CUST00101,2026-07-18 15:32:31.666430,9551.22,insufficient_funds,False,netbanking,smb,5,50,0,0.8111351750761818,0.4382483471202835,3,1,retry_24h,24.0,0,0.3749,0,0.0,,0.0132,0.3749,0.3076,0.4228
REC000243,CUST00102,2026-04-04 18:48:33.873529,2028.35,technical_error,False,upi_autopay,individual,30,3,1,0.5203275176117992,0.6038095875374897,0,0,payment_link,6.0,20,0.5366,1,2028.35,75.1,0.6003,0.4126,0.5366,0.6563
REC000244,CUST00102,2026-08-16 03:46:52.502895,1971.9,insufficient_funds,False,card,individual,30,6,0,0.5874788407484584,0.6319887368494991,1,1,retry_24h,24.0,0,0.5831,1,1971.9,10.3,0.5139,0.5831,0.5089,0.6308
REC000245,CUST00102,2026-08-24 01:43:45.957824,3724.66,insufficient_funds,False,nach,individual,30,9,0,0.513347462787676,0.6301451526916744,2,2,retry_24h,24.0,0,0.5411,1,3724.66,44.0,0.4121,0.5411,0.4662,0.5902
REC000246,CUST00103,2026-03-26 05:28:54.498479,4183.34,technical_error,False,netbanking,individual,11,9,3,0.5372104073843201,0.4013419248310851,0,0,escalation,48.0,500,0.4101,1,4183.34,83.4,0.2529,0.2037,0.2966,0.4101
REC000247,CUST00103,2026-05-02 01:58:54.119100,3351.03,disputed,True,nach,individual,11,5,1,0.6144716310443518,0.36197991376196803,1,1,payment_link,6.0,20,0.1069,0,0.0,,0.0383,0.0677,0.1069,0.2275
REC000248,CUST00104,2025-09-28 12:07:10.171961,11665.37,bank_decline,False,netbanking,enterprise,37,3,0,0.6799782502726155,0.450646591321029,0,0,payment_link,6.0,20,0.5052,0,0.0,,0.2852,0.3825,0.5052,0.7352
REC000249,CUST00104,2025-10-06 10:17:31.849957,1753.76,card_expired,True,netbanking,enterprise,37,0,0,0.6426784062083676,0.47780249290435833,1,0,payment_link,6.0,20,0.7766,1,1753.76,10.5,0.5115,0.5612,0.7766,0.8514
REC000250,CUST00104,2026-01-16 09:33:46.240501,5830.1,bank_decline,False,netbanking,enterprise,37,7,3,0.5891141357561818,0.5240799853190046,2,1,payment_link,6.0,20,0.2661,1,5830.1,30.8,0.0932,0.1802,0.2661,0.4963
REC000251,CUST00105,2025-10-06 02:30:12.309258,2090.78,disputed,True,card,individual,9,2,0,0.8361908745438588,0.30328930455490616,0,0,escalation,48.0,500,0.3584,1,2090.78,57.5,0.0877,0.1211,0.1851,0.3584
REC000252,CUST00105,2026-04-10 07:34:22.538730,3435.4,technical_error,False,upi_autopay,individual,9,2,2,0.7771169837136535,0.313273783485179,1,1,payment_link,6.0,20,0.4962,1,3435.4,63.4,0.5805,0.374,0.4962,0.6189
REC000253,CUST00106,2026-08-20 14:28:25.204734,41730.38,mandate_revoked,True,nach,individual,10,3,3,0.6744252460827087,0.056953751195597806,0,0,payment_link,6.0,20,0.1171,0,0.0,,0.0305,0.0465,0.1171,0.1171
REC000254,CUST00107,2025-12-22 12:21:04.911246,12619.99,insufficient_funds,False,nach,smb,8,9,2,0.8378521394522606,0.3853579287120943,0,0,stop,,0,0.058,0,0.0,,0.3084,0.4286,0.3572,0.4781
REC000255,CUST00107,2026-03-13 11:36:32.966511,20554.24,insufficient_funds,False,nach,smb,8,1,0,0.8612332274179714,0.37526641254866466,1,0,retry_2h,2.0,0,0.6269,0,0.0,,0.6269,0.5984,0.5247,0.6454
REC000256,CUST00107,2026-06-11 15:18:12.080657,491.67,insufficient_funds,False,card,smb,8,0,1,0.8339351844954764,0.3705298368350063,2,0,retry_2h,2.0,0,0.5488,1,491.67,4.7,0.5488,0.499,0.4246,0.5488
REC000257,CUST00108,2025-09-28 02:37:18.944762,6927.24,mandate_revoked,True,netbanking,individual,12,3,0,0.7793730657985093,0.3108483113335325,0,0,escalation,48.0,500,0.3766,1,6927.24,77.4,0.1252,0.1818,0.3766,0.3766
REC000258,CUST00108,2026-07-02 09:44:25.667687,1042.96,mandate_revoked,True,netbanking,individual,12,0,0,0.7457097555003732,0.3474697098534221,1,1,payment_link,6.0,20,0.4053,0,0.0,,0.1703,0.2005,0.4053,0.4053
REC000259,CUST00109,2026-01-17 05:02:32.442490,561.28,bank_decline,False,nach,individual,19,2,1,0.7843237253427646,0.3100863052521013,0,0,stop,,0,0.0486,0,0.0,,0.1631,0.2184,0.3154,0.4316
REC000260,CUST00109,2026-02-01 15:36:34.321165,2110.77,bank_decline,False,nach,individual,19,3,1,0.8609420761486142,0.36822592710740365,1,0,payment_link,6.0,20,0.3423,0,0.0,,0.169,0.24,0.3423,0.4618
REC000261,CUST00109,2026-04-18 14:18:38.264509,5121.99,insufficient_funds,False,netbanking,individual,19,12,1,0.8601763098390818,0.395469755246728,2,0,retry_24h,24.0,0,0.4622,0,0.0,,0.2867,0.4622,0.389,0.5121
REC000262,CUST00109,2026-05-13 00:18:15.867221,1422.4,insufficient_funds,False,netbanking,individual,19,26,4,0.7861646855343118,0.31668819094249445,3,0,retry_24h,24.0,0,0.1613,0,0.0,,0.0285,0.1613,0.1247,0.1902
REC000263,CUST00110,2025-09-12 13:12:22.094561,915.16,insufficient_funds,False,card,individual,6,4,2,0.4917918104827045,0.2623078729136609,0,0,stop,,0,0.0272,0,0.0,,0.2321,0.2541,0.2015,0.2939
REC000264,CUST00111,2025-11-05 11:26:32.381318,1764.99,insufficient_funds,False,netbanking,individual,5,2,1,0.749269882669453,0.192681501946537,0,0,retry_24h,24.0,0,0.4175,1,1764.99,22.8,0.4272,0.4175,0.3468,0.4668
REC000265,CUST00111,2026-03-31 08:52:09.038143,3041.18,mandate_revoked,True,card,individual,5,1,1,0.7168504376373701,0.1414202249595525,1,1,payment_link,6.0,20,0.2515,1,3041.18,40.7,0.0854,0.11,0.2515,0.2515
REC000266,CUST00111,2026-04-02 21:10:00.362109,4044.31,bank_decline,False,upi_autopay,individual,5,1,1,0.7552499637632764,0.1757253962323028,2,2,payment_link,6.0,20,0.2853,0,0.0,,0.1547,0.1949,0.2853,0.3969
REC000267,CUST00112,2026-03-22 06:02:55.454469,1949.07,insufficient_funds,False,upi_autopay,enterprise,2,4,1,0.6903815829254695,0.17177084878113663,0,0,retry_24h,24.0,0,0.4939,1,1949.07,14.1,0.464,0.4939,0.4196,0.6628
REC000268,CUST00113,2025-11-18 20:01:31.649751,15227.54,insufficient_funds,False,nach,smb,2,1,1,0.9554450081313847,0.14996140876274988,0,0,retry_2h,2.0,0,0.5376,1,15227.54,0.6,0.5376,0.5077,0.4331,0.5575
REC000269,CUST00113,2026-03-18 16:40:43.450702,8617.0,mandate_revoked,True,card,smb,2,3,1,0.9517947735273109,0.1601383279178274,1,1,payment_link,6.0,20,0.3473,0,0.0,,0.112,0.1637,0.3473,0.3473
REC000270,CUST00114,2025-09-19 21:49:44.843595,2525.49,insufficient_funds,False,card,smb,4,2,1,0.7387074030010694,0.33032931312848635,0,0,payment_link,6.0,20,0.3932,0,0.0,,0.4765,0.4665,0.3932,0.5165
REC000271,CUST00115,2025-10-28 04:02:36.352696,7220.98,technical_error,False,netbanking,smb,9,4,0,0.7964025008395085,0.0,0,0,payment_link,6.0,20,0.5032,0,0.0,,0.5481,0.3806,0.5032,0.6255
REC000272,CUST00115,2025-11-17 05:03:48.837890,31508.72,card_expired,True,card,smb,9,17,2,0.8049324386196897,0.013569068218461591,1,0,payment_link,6.0,20,0.3515,0,0.0,,0.0402,0.1663,0.3515,0.3515
REC000273,CUST00115,2026-03-19 03:03:42.745202,12681.1,mandate_revoked,True,card,smb,9,0,0,0.8128466649514685,0.003258095762636788,2,0,payment_link,6.0,20,0.2623,1,12681.1,35.7,0.0967,0.1157,0.2623,0.2623
REC000274,CUST00115,2026-07-18 23:34:22.029421,2307.34,insufficient_funds,False,upi_autopay,smb,9,3,0,0.8197941299775261,0.053893451984766465,3,1,retry_24h,24.0,0,0.4579,0,0.0,,0.448,0.4579,0.3849,0.5078
REC000275,CUST00115,2026-08-21 22:44:47.882814,3572.67,technical_error,False,netbanking,smb,9,8,0,0.8335463745535088,0.0681235710258458,4,1,payment_link,6.0,20,0.512,1,3572.67,30.7,0.477,0.3889,0.512,0.6337
REC000276,CUST00116,2026-03-04 14:06:33.235441,2242.54,mandate_revoked,True,upi_autopay,smb,15,3,0,0.8482671858260344,0.2532711836079445,0,0,stop,,0,0.0408,0,0.0,,0.1303,0.1887,0.3874,0.3874
REC000277,CUST00117,2025-10-08 05:02:31.274442,2199.89,insufficient_funds,False,nach,individual,18,13,0,0.7970518326823015,0.47904512154124435,0,0,retry_24h,24.0,0,0.5746,1,2199.89,50.4,0.3683,0.5746,0.5001,0.6226
REC000278,CUST00117,2025-10-10 00:57:26.395466,787.46,bank_decline,False,card,individual,18,1,2,0.8743090970734213,0.47805133328934196,1,1,stop,,0,0.0608,0,0.0,,0.2113,0.2617,0.3688,0.4907
REC000279,CUST00117,2026-01-26 07:17:03.279858,2544.53,card_expired,True,card,individual,18,6,1,0.8870585350363237,0.4817176909114986,2,1,payment_link,6.0,20,0.7178,1,2544.53,8.8,0.3216,0.4833,0.7178,0.7178
REC000280,CUST00117,2026-04-06 13:57:39.659804,2260.16,card_expired,True,card,individual,18,1,0,0.8421831389246954,0.51614391611142,3,2,stop,,0,0.207,0,0.0,,0.5192,0.5883,0.7953,0.7953
REC000281,CUST00118,2025-11-09 18:01:23.611813,2309.82,insufficient_funds,False,card,smb,15,2,0,0.9602436464157743,0.462398699060137,0,0,retry_24h,24.0,0,0.6943,1,2309.82,34.5,0.7027,0.6943,0.6272,0.735
REC000282,CUST00118,2026-01-21 17:32:49.531266,6881.72,insufficient_funds,False,nach,smb,15,0,1,0.9250220966631626,0.438527294873954,1,1,escalation,48.0,500,0.6728,0,0.0,,0.6728,0.6274,0.555,0.6728
REC000283,CUST00118,2026-02-16 22:33:05.689677,671.02,bank_decline,False,upi_autopay,smb,15,0,1,0.8820464412125383,0.46870575956618094,2,1,payment_link,6.0,20,0.4311,0,0.0,,0.2734,0.3149,0.4311,0.5554
REC000284,CUST00119,2025-09-28 10:09:42.231066,8889.55,bank_decline,False,upi_autopay,individual,35,8,1,0.8300883757312058,0.2947932014235556,0,0,retry_24h,24.0,0,0.2095,0,0.0,,0.1026,0.2095,0.304,0.4187
REC000285,CUST00119,2025-11-26 02:11:53.575440,1410.88,insufficient_funds,False,card,individual,35,0,0,0.8161671278001336,0.3523226028646512,1,0,retry_2h,2.0,0,0.6206,0,0.0,,0.6206,0.5725,0.498,0.6206
REC000286,CUST00120,2025-10-21 13:18:30.328540,622.55,insufficient_funds,False,nach,smb,42,1,0,0.9066154215216239,0.3792125355811401,0,0,retry_2h,2.0,0,0.6726,1,622.55,4.2,0.6726,0.6456,0.5744,0.69
REC000287,CUST00120,2026-04-02 02:50:12.499039,2782.31,card_expired,True,upi_autopay,smb,42,1,3,0.8583938772493718,0.36795566037936617,1,1,payment_link,6.0,20,0.5634,0,0.0,,0.264,0.3219,0.5634,0.5634
REC000288,CUST00120,2026-08-20 11:52:32.782535,4833.98,mandate_revoked,True,upi_autopay,smb,42,4,1,0.8683582630367762,0.33434769989000623,2,1,payment_link,6.0,20,0.3544,1,4833.98,43.0,0.1072,0.168,0.3544,0.3544
REC000289,CUST00121,2025-08-26 23:57:49.299440,1487.56,bank_decline,False,card,smb,11,3,0,0.8593796409388265,0.532296716353702,0,0,payment_link,6.0,20,0.5026,0,0.0,,0.283,0.38,0.5026,0.6249
REC000290,CUST00121,2026-01-26 20:57:43.630742,1050.88,insufficient_funds,False,nach,smb,11,0,3,0.8451478391016821,0.4728631791990313,1,0,retry_2h,2.0,0,0.4608,0,0.0,,0.4608,0.4117,0.3414,0.4608
REC000291,CUST00121,2026-02-10 12:21:39.672686,4173.47,card_expired,True,upi_autopay,smb,11,10,0,0.8447473615875051,0.42633147852703657,2,0,payment_link,6.0,20,0.6914,0,0.0,,0.2327,0.4519,0.6914,0.6914
REC000292,CUST00121,2026-03-12 10:38:50.660285,12595.98,bank_decline,False,card,smb,11,4,1,0.8244368110440718,0.46013920507831063,3,0,payment_link,6.0,20,0.3312,1,12595.98,24.0,0.1515,0.231,0.3312,0.4495
REC000293,CUST00121,2026-04-26 22:05:52.203103,6844.29,card_expired,True,nach,smb,11,4,1,0.879739831815778,0.5109072043270964,4,1,stop,,0,0.1454,0,0.0,,0.3564,0.4822,0.7168,0.7168
REC000294,CUST00121,2026-05-14 22:46:16.947238,3534.8,bank_decline,False,upi_autopay,smb,11,2,1,0.8803378175970131,0.478581285917341,5,1,payment_link,6.0,20,0.3991,0,0.0,,0.2194,0.2872,0.3991,0.5227
REC000295,CUST00122,2025-09-01 23:13:27.846327,3879.67,bank_decline,False,card,individual,6,3,0,0.8761333777456357,0.6079539003044326,0,0,payment_link,6.0,20,0.5412,0,0.0,,0.3154,0.417,0.5412,0.6604
REC000296,CUST00122,2026-01-10 19:18:21.468226,1843.61,card_expired,True,netbanking,individual,6,32,2,0.8765377516886884,0.6635427944633749,1,0,payment_link,6.0,20,0.5673,1,1843.61,44.9,0.0296,0.3254,0.5673,0.5673
REC000297,CUST00122,2026-01-11 14:21:51.122327,11490.65,technical_error,False,upi_autopay,individual,6,7,0,0.9634108738372106,0.6686683158216746,2,1,payment_link,6.0,20,0.7966,1,11490.65,24.3,0.7867,0.7037,0.7966,0.8659
REC000298,CUST00122,2026-06-07 20:20:41.263735,4304.0,mandate_revoked,True,upi_autopay,individual,6,3,1,0.9663525605152709,0.5963174454156923,3,2,payment_link,6.0,20,0.5234,0,0.0,,0.2064,0.2877,0.5234,0.5234
REC000299,CUST00122,2026-07-10 16:02:48.310617,3527.99,bank_decline,False,upi_autopay,individual,6,22,3,0.912025502802446,0.6628992246103956,4,2,payment_link,6.0,20,0.2845,1,3527.99,24.7,0.0329,0.1943,0.2845,0.396
REC000300,CUST00123,2025-11-20 08:42:17.248738,4467.54,mandate_revoked,True,upi_autopay,individual,51,3,1,0.9029397024798731,0.09615746108675947,0,0,retry_24h,24.0,0,0.1301,0,0.0,,0.0878,0.1301,0.289,0.289
REC000301,CUST00123,2026-02-21 10:37:58.175709,2681.43,technical_error,False,nach,individual,51,3,0,0.8912358206500511,0.16393944556361298,1,0,payment_link,6.0,20,0.5941,0,0.0,,0.6549,0.4702,0.5941,0.707
REC000302,CUST00123,2026-04-08 06:39:49.068612,6764.74,bank_decline,False,upi_autopay,individual,51,0,0,0.8534143516480941,0.05572318101375613,2,0,payment_link,6.0,20,0.2955,0,0.0,,0.1724,0.2028,0.2955,0.4088
REC000303,CUST00124,2026-02-17 06:56:41.395820,5658.92,mandate_revoked,True,nach,individual,30,2,1,0.9773138735265129,0.2724696676542187,0,0,retry_2h,2.0,0,0.1407,0,0.0,,0.1407,0.1901,0.3895,0.3895
REC000304,CUST00124,2026-07-14 21:54:39.948380,4888.74,insufficient_funds,False,card,individual,30,2,0,0.9493955764362801,0.3238392613045165,1,0,retry_24h,24.0,0,0.6161,0,0.0,,0.6255,0.6161,0.5431,0.6622
REC000305,CUST00125,2026-05-13 03:33:13.832604,816.7,insufficient_funds,False,card,individual,28,14,2,0.5905107670237816,0.463828768237344,0,0,retry_24h,24.0,0,0.3193,0,0.0,,0.1575,0.3193,0.2579,0.3643
REC000306,CUST00126,2025-08-28 03:13:14.895127,2516.1,insufficient_funds,False,nach,smb,8,3,1,0.7623862277867094,0.3177857192730762,0,0,escalation,48.0,500,0.5183,1,2516.1,37.5,0.4584,0.4683,0.3949,0.5183
REC000307,CUST00126,2025-09-03 17:14:08.428362,18526.6,mandate_revoked,True,card,smb,8,15,0,0.7958687120010361,0.32246987338174093,1,1,payment_link,6.0,20,0.3491,1,18526.6,13.8,0.0464,0.1648,0.3491,0.3491
REC000308,CUST00126,2026-07-15 01:20:06.279092,1445.59,technical_error,False,upi_autopay,smb,8,2,0,0.7568353201419752,0.312758104130146,2,2,payment_link,6.0,20,0.642,1,1445.59,71.5,0.7158,0.521,0.642,0.7472
REC000309,CUST00127,2025-10-01 17:28:04.044466,63847.47,bank_decline,False,nach,smb,24,0,0,0.6963463856854981,0.21580002668475468,0,0,escalation,48.0,500,0.4349,1,63847.47,132.2,0.1882,0.2206,0.3182,0.4349
REC000310,CUST00127,2026-03-22 21:49:34.625128,4666.78,mandate_revoked,True,card,smb,24,15,2,0.6509930188918309,0.1401827544685156,1,1,payment_link,6.0,20,0.1413,0,0.0,,0.0147,0.0571,0.1413,0.1413
REC000311,CUST00127,2026-08-12 10:09:07.739507,4151.62,insufficient_funds,False,netbanking,smb,24,3,1,0.7143235361317415,0.20118179139107797,2,1,retry_24h,24.0,0,0.4011,0,0.0,,0.3915,0.4011,0.3316,0.4499
REC000312,CUST00128,2025-10-03 14:16:44.813616,35702.7,mandate_revoked,True,upi_autopay,individual,15,10,0,0.9489545716378751,0.3343466574862577,0,0,payment_link,6.0,20,0.4336,1,35702.7,29.6,0.0939,0.2197,0.4336,0.4336
REC000313,CUST00129,2025-10-24 11:05:36.095819,8233.57,technical_error,False,upi_autopay,individual,13,0,1,0.9881343026915809,0.5010143216833208,0,0,retry_2h,2.0,0,0.8143,1,8233.57,1.3,0.8143,0.6172,0.7267,0.8143
REC000314,CUST00130,2026-03-08 00:21:59.018732,3339.61,insufficient_funds,False,card,individual,13,3,0,0.8101760649146156,0.8335035535292543,0,0,retry_24h,24.0,0,0.7491,1,3339.61,29.8,0.7415,0.7491,0.6887,0.7848
REC000315,CUST00130,2026-07-22 07:27:43.727867,1381.08,technical_error,False,netbanking,individual,13,4,3,0.8167495668532438,0.9386233947621795,1,1,payment_link,6.0,20,0.6736,1,1381.08,14.0,0.7119,0.5559,0.6736,0.7729
REC000316,CUST00131,2025-10-14 19:33:56.841007,14792.39,mandate_revoked,True,upi_autopay,individual,19,0,1,0.634769832726246,0.5922650731061592,0,0,payment_link,6.0,20,0.3583,1,14792.39,46.3,0.144,0.1704,0.3583,0.3583
REC000317,CUST00131,2025-10-26 05:50:12.543316,3101.22,bank_decline,False,card,individual,19,4,2,0.6147615041796203,0.6618122625160302,1,1,payment_link,6.0,20,0.3053,0,0.0,,0.1368,0.2104,0.3053,0.4201
REC000318,CUST00131,2026-07-21 20:40:07.984490,6975.38,insufficient_funds,False,card,individual,19,2,2,0.6392889670669761,0.6652199798614328,2,1,stop,,0,0.0699,0,0.0,,0.4879,0.4779,0.4041,0.5278
REC000319,CUST00132,2026-02-20 15:05:24.499704,8908.08,mandate_revoked,True,card,individual,35,0,1,0.8430955432295968,0.47211506041960166,0,0,payment_link,6.0,20,0.4113,1,8908.08,3.9,0.1739,0.2045,0.4113,0.4113
REC000320,CUST00133,2025-09-20 17:47:16.892042,8123.53,insufficient_funds,False,card,individual,53,3,1,0.7967506407585847,0.4435718407370999,0,0,retry_24h,24.0,0,0.5357,0,0.0,,0.5258,0.5357,0.4609,0.585
REC000321,CUST00133,2025-11-02 03:34:51.925752,5002.96,insufficient_funds,False,nach,individual,53,5,3,0.7794948742912694,0.42314111271207766,1,0,retry_24h,24.0,0,0.339,1,5002.96,23.3,0.2957,0.339,0.2753,0.3851
REC000322,CUST00133,2026-04-03 00:13:58.996841,29854.1,card_expired,True,card,individual,53,11,1,0.7527344810986846,0.3318645237649603,2,1,payment_link,6.0,20,0.5805,0,0.0,,0.1474,0.3374,0.5805,0.5805
REC000323,CUST00133,2026-04-06 03:08:21.741542,2908.07,fraud_flag,True,netbanking,individual,53,7,0,0.744691169694542,0.3719793684738712,3,1,stop,,0,0.0091,0,0.0,,0.023,0.0479,0.0766,0.0296
REC000324,CUST00134,2025-11-07 00:19:14.663854,2506.92,insufficient_funds,False,netbanking,enterprise,10,13,3,0.8269703774403128,0.6558650087280032,0,0,retry_24h,24.0,0,0.5605,1,2506.92,18.1,0.3551,0.5605,0.4858,0.7198
REC000325,CUST00134,2025-11-09 21:47:06.875919,2477.89,card_expired,True,nach,enterprise,10,9,1,0.8740001257229869,0.6830233890937996,1,1,payment_link,6.0,20,0.8494,1,2477.89,78.8,0.4527,0.6748,0.8494,0.9029
REC000326,CUST00134,2026-06-01 15:07:46.457261,15459.56,insufficient_funds,False,nach,enterprise,10,8,0,0.8606102331978764,0.6786822410669411,2,2,retry_24h,24.0,0,0.8111,1,15459.56,47.6,0.7344,0.8111,0.7608,0.8963
REC000327,CUST00135,2025-11-02 12:37:26.188909,16191.76,bank_decline,False,nach,individual,15,0,1,0.6538742109424177,0.4018853665672314,0,0,payment_link,6.0,20,0.2996,0,0.0,,0.1752,0.206,0.2996,0.4136
REC000328,CUST00135,2026-04-02 10:54:07.089339,7486.77,insufficient_funds,False,upi_autopay,individual,15,3,2,0.6505277537808336,0.4133422211879138,1,0,retry_24h,24.0,0,0.354,0,0.0,,0.3449,0.354,0.2887,0.4009
REC000329,CUST00136,2025-10-07 21:47:16.886823,32330.75,bank_decline,False,nach,individual,12,0,1,0.999891099332156,0.5455726958786755,0,0,payment_link,6.0,20,0.5182,0,0.0,,0.3481,0.3948,0.5182,0.6394
REC000330,CUST00136,2025-12-06 04:41:00.829069,2027.31,mandate_revoked,True,nach,individual,12,1,0,0.9937601800379089,0.5144742651229111,1,0,payment_link,6.0,20,0.5465,0,0.0,,0.251,0.3072,0.5465,0.5465
REC000331,CUST00136,2026-01-28 21:36:55.394893,989.08,bank_decline,False,nach,individual,12,9,0,0.9507686906383043,0.5532780254103115,2,0,payment_link,6.0,20,0.4855,1,989.08,30.4,0.1857,0.364,0.4855,0.6087
REC000332,CUST00136,2026-06-22 02:07:55.068713,2479.3,insufficient_funds,False,upi_autopay,individual,12,17,0,0.947235592322083,0.49762462740304325,3,1,retry_2h,2.0,0,0.3443,0,0.0,,0.3443,0.6262,0.5538,0.6717
REC000333,CUST00137,2026-05-29 10:56:16.974122,5356.24,bank_decline,False,upi_autopay,smb,18,11,1,0.8846490211950641,0.24135533668143538,0,0,payment_link,6.0,20,0.2964,0,0.0,,0.0798,0.2035,0.2964,0.4099
REC000334,CUST00138,2025-08-30 13:01:32.072637,7156.73,technical_error,False,card,individual,11,1,2,0.6822956531118795,0.1960341163814119,0,0,stop,,0,0.0665,0,0.0,,0.4946,0.2805,0.3913,0.5146
REC000335,CUST00138,2025-11-02 17:14:43.280912,9942.14,card_expired,True,netbanking,individual,11,2,2,0.7005414155767117,0.2479127610934701,1,0,payment_link,6.0,20,0.4635,1,9942.14,32.0,0.1815,0.2412,0.4635,0.4635
REC000336,CUST00138,2026-04-26 03:26:17.024185,5926.79,card_expired,True,upi_autopay,individual,11,7,1,0.7410335813011488,0.2163730018455116,2,1,payment_link,6.0,20,0.549,0,0.0,,0.1732,0.3093,0.549,0.549
REC000337,CUST00138,2026-07-18 21:46:53.092133,8723.24,insufficient_funds,False,card,individual,11,3,2,0.7555394502418499,0.22766291821991674,3,1,retry_24h,24.0,0,0.3499,0,0.0,,0.3409,0.3499,0.2851,0.3967
REC000338,CUST00139,2025-10-10 13:06:23.248217,2670.1,bank_decline,False,card,enterprise,8,2,2,0.7091005129678983,0.32771611002222634,0,0,payment_link,6.0,20,0.3324,1,2670.1,23.4,0.174,0.2319,0.3324,0.5751
REC000339,CUST00139,2026-04-11 10:17:33.405316,9028.97,bank_decline,False,card,enterprise,8,3,0,0.7719201633670191,0.403307713747046,1,1,payment_link,6.0,20,0.5494,1,9028.97,40.3,0.3227,0.4252,0.5494,0.7682
REC000340,CUST00140,2025-12-14 15:16:53.333294,11971.49,card_expired,True,card,enterprise,10,3,1,0.6922627308129974,0.1242013722392809,0,0,payment_link,6.0,20,0.6279,1,11971.49,21.4,0.2856,0.383,0.6279,0.7356
REC000341,CUST00140,2026-04-21 01:50:05.694294,2449.79,mandate_revoked,True,card,enterprise,10,12,1,0.6801078595531198,0.11481373993187509,1,1,payment_link,6.0,20,0.2836,0,0.0,,0.0437,0.1271,0.2836,0.3949
REC000342,CUST00140,2026-05-06 15:48:09.207318,2789.09,insufficient_funds,False,card,enterprise,10,0,2,0.6791832551310113,0.1294183229647736,2,1,escalation,48.0,500,0.5924,1,2789.09,40.8,0.4685,0.4192,0.3484,0.5924
REC000343,CUST00141,2026-05-28 05:14:05.649229,2178.59,bank_decline,False,nach,individual,8,1,0,0.8111960631041182,0.24374154797582456,0,0,payment_link,6.0,20,0.3758,1,2178.59,53.7,0.2163,0.2674,0.3758,0.4981
REC000344,CUST00141,2026-06-28 16:47:35.351587,1077.77,bank_decline,False,upi_autopay,individual,8,1,3,0.8230413988137129,0.2726584422575911,1,1,payment_link,6.0,20,0.2195,1,1077.77,24.1,0.1142,0.1457,0.2195,0.3168
